Pabna Sadar ,পাবনা সদর,24.023264,89.265727
Santhia ,সাথিয়া,24.071871,89.53089
Sujanagar ,সুজানগর,23.942153,89.421014
Bagha,বাঘা,24.210922,88.845504
Bagmara,বাগমারা,24.590836,88.807089
Charghat,চারঘাট,24.278531,88.751805
Durgapur,দুর্গাপুর,24.447993,88.768638
Godagari,গোদাগারি,24.468738,88.440388
Mohanpur,মোহনপুর,24.544858,88.636196
Paba,পবা,24.435048,88.643431
Puthia,পুঠিয়া,24.401072,88.845504
Tanore,তানোর,24.635966,88.537196
Sirajganj Sadar ,সিরাজগঞ্জ সদর,24.50017,89.681621
Belkuchi ,বেলকুচি,24.310114,89.719213
Chauhali ,চৌহালি,24.072394,89.756769
Kamarkhanda ,কামারখান্দা,24.393171,89.653403
Kazipur ,কাজীপুর,24.690208,89.681621
Raiganj ,রায়গঞ্জ,24.499779,89.53089
Shahjadpur ,শাহজাদপুর,24.19094,89.587482
Tarash ,তারাশ,24.430891,89.372477
Ullahpara ,উল্লাপাড়া,24.357192,89.53089
Birampur ,বিরামপুর,25.389946,88.991636
Birganj,বীরগঞ্জ,25.893448,88.672358
Biral ,বিড়াল,25.631868,88.537196
Bochaganj ,বোচাগঞ্জ,25.799722,88.462189
Chirirbandar ,চিরিরবন্দর,25.650337,88.777052
Phulbari ,ফুলবাড়ি,25.445444,88.883883
Ghoraghat ,ঘোড়াঘাট,25.30525,89.189643
Hakimpur ,হাকিমপুর,25.292669,89.065703
Kaharole ,কাহারোল,25.821574,88.575857
Khansama ,খানসামা,25.87064,88.768638
Dinajpur Sadar ,দিনাজপুর সদর,25.585624,88.653075
Nawabganj,নবাবগঞ্জ,24.741311,88.291207
Parbatipur ,পার্বতীপুর,25.65439,88.916239
Fulchhari,ফুলছড়ি,25.259624,89.643992
Gaibandha sadar,গাইবান্ধা সদর,25.354243,89.568627
Gobindaganj,গোবিন্দগঞ্জ,25.140418,89.436391
Palashbari,পলাশবাড়ী,25.270647,89.389057
Sadullapur,সাদুল্যাপুর,25.390939,89.465946
Saghata,সাঘাটা,25.123111,89.582769
Sundarganj,সুন্দরগঞ্জ,25.564362,89.51909
Kurigram Sadar,কুড়িগ্রাম সদর,25.810346,89.648698
Nageshwari,নাগেশ্বরী,25.970247,89.756769
Bhurungamari,ভুরুঙ্গামারি,26.111958,89.681621
Phulbari,ফুলবাড়ি,25.445444,88.883883
